"ID","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","age"
65925,2,5,2,6,2,6,6,6,2,3,5,6,2,1,3,6,6,6,6,6,6,1,5,6,1,"Females",23
62479,1,4,6,5,6,5,6,5,1,1,2,2,6,6,4,4,4,2,1,1,5,1,6,5,2,"Females",32
63455,4,6,5,5,6,5,6,6,2,4,5,4,4,5,6,5,5,4,6,4,6,5,5,5,5,"Females",27
65054,2,5,4,6,4,5,3,4,3,3,3,3,4,5,4,2,2,2,4,3,3,3,4,5,4,"Females",27
65311,1,6,6,6,6,6,1,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,6,6,"Females",38
61667,4,5,5,6,5,5,5,4,1,1,3,2,5,5,6,2,3,3,1,1,6,2,5,6,2,"Males",18
62272,3,4,4,4,4,6,6,5,1,2,2,2,5,5,6,2,2,2,2,4,5,6,6,6,4,"Females",28
61728,1,6,6,6,6,6,5,5,2,2,1,2,5,6,5,2,3,2,3,2,5,3,5,5,2,"Males",25
65080,3,4,2,4,1,6,6,5,1,1,6,6,1,2,5,2,4,2,2,5,4,2,2,6,1,"Females",22
62170,5,6,5,5,6,5,4,6,1,2,1,3,5,6,5,1,4,1,3,2,4,5,4,6,2,"Females",18
61762,4,3,2,2,2,4,2,2,4,5,4,3,4,2,4,1,2,1,5,2,6,1,6,6,1,"Males",21
65903,4,4,4,5,6,6,6,6,2,4,1,3,3,6,5,5,5,3,3,1,5,5,5,5,1,"Males",27
65818,3,5,5,6,6,4,6,6,1,1,1,1,5,6,6,4,3,2,3,1,6,1,4,6,4,"Males",39
62939,3,5,5,5,4,4,4,4,3,3,4,2,4,4,5,3,3,3,2,2,5,2,5,5,1,"Females",18
65711,3,4,5,6,5,6,5,5,3,3,2,4,4,5,5,1,1,5,3,2,5,1,3,5,1,"Males",23
64861,4,6,4,5,5,5,4,2,2,6,1,1,5,6,6,4,5,6,3,5,5,4,4,5,4,"Females",30
